"","geometry"
"18882",c(24.704317, -83.040933)
"18883",c(24.687417, -83.07215)
"18884",c(24.5561, -82.934767)
"18885",c(24.687417, -83.07215)
"18886",c(24.55625, -82.93455)
"18887",c(24.553417, -82.933733)
"18888",c(24.5561, -82.935733)
"18889",c(24.553467, -82.933717)
"18890",c(24.545617, -82.951983)
"18891",c(24.553717, -82.935083)
"18892",c(24.55785, -82.935433)
"18893",c(24.5539, -82.935567)
"18894",c(24.557767, -82.93545)
"18895",c(24.545567, -82.952333)
"18896",c(24.54375, -82.948117)
"18897",c(24.543483, -82.9482)
"18898",c(24.63975, -83.041317)
"18899",c(24.54515, -82.947683)
"18900",c(24.5563, -82.935567)
"18901",c(24.545167, -82.9476)
"18902",c(24.649983, -83.0303)
"18903",c(24.638067, -83.042267)
"18904",c(24.638017, -83.0424)
"18905",c(24.651, -83.023583)
"18906",c(24.647183, -83.022617)
"18907",c(24.64015, -83.041167)
"18908",c(24.65045, -83.030433)
"18909",c(24.65685, -83.026467)
"18910",c(24.651, -83.023583)
"18911",c(24.647433, -83.022467)
"18912",c(24.6532, -83.024317)
"18913",c(24.653383, -83.02445)
"18914",c(24.65665, -83.026517)
"18915",c(24.655333, -83.03275)
"18916",c(24.6936, -83.0202)
"18917",c(24.693933, -83.012317)
"18918",c(24.655133, -83.032767)
"18919",c(24.69345, -83.019867)
"18920",c(24.694383, -83.012267)
"18921",c(24.708033, -82.991417)
"18922",c(24.69565, -83.009317)
"18923",c(24.6958, -83.009233)
"18924",c(24.7013, -82.983083)
"18925",c(24.708033, -83.00865)
"18926",c(24.71115, -82.993233)
"18927",c(24.711083, -82.99335)
"18928",c(24.708333, -83.00855)
"18929",c(24.701283, -82.982983)
"18930",c(24.70795, -82.991317)
"18931",c(24.715533, -82.982083)
"18932",c(24.72355, -82.9789)
"18933",c(24.715183, -82.9818)
"18934",c(24.7238, -82.981267)
"18935",c(24.7238, -82.981383)
"18936",c(24.72375, -82.97885)
"18937",c(24.678983, -83.0257)
"18938",c(24.678383, -83.02685)
"18939",c(24.680583, -83.029533)
"18940",c(24.678517, -83.026883)
"18941",c(24.678933, -83.025583)
"18942",c(24.69915, -83.033617)
"18943",c(24.679383, -83.033917)
"18944",c(24.69915, -83.033617)
"18945",c(24.678833, -83.0319)
"18946",c(24.6807, -83.0295)
"18947",c(24.679433, -83.034083)
"18948",c(24.708867, -82.8985)
"18949",c(24.678983, -83.031983)
"18950",c(24.678833, -83.0369)
"18951",c(24.6789, -83.036683)
"18952",c(24.68315, -82.912217)
"18953",c(24.708867, -82.8985)
"18954",c(24.706317, -82.9001)
"18955",c(24.7096, -82.900233)
"18956",c(24.682683, -82.9145)
"18957",c(24.683017, -82.9122)
"18958",c(24.691917, -82.91215)
"18959",c(24.682883, -82.914567)
"18960",c(24.691817, -82.912183)
"18961",c(24.679633, -82.923817)
"18962",c(24.685733, -82.932617)
"18963",c(24.685883, -82.9323)
"18964",c(24.679433, -82.923717)
"18965",c(24.661633, -82.935767)
"18966",c(24.661633, -82.936083)
"18967",c(24.6592, -82.935983)
"18968",c(24.659183, -82.936083)
"18969",c(24.6581, -82.942683)
"18970",c(24.658483, -82.94365)
"18971",c(24.65865, -82.94385)
"18972",c(24.686167, -83.014983)
"18973",c(24.686317, -83.015067)
"18974",c(24.685417, -83.011783)
"18975",c(24.683683, -83.011683)
"18976",c(24.658183, -82.942583)
"18977",c(24.6677, -83.010183)
"18978",c(24.675117, -83.001217)
"18979",c(24.679117, -83.013417)
"18980",c(24.67925, -83.013717)
"18981",c(24.677267, -83.0029)
"18982",c(24.667867, -83.01005)
"18983",c(24.675133, -83.001283)
"18984",c(24.687767, -82.99505)
"18985",c(24.678233, -82.996183)
"18986",c(24.678117, -82.99615)
"18987",c(24.68695, -82.9964)
"18988",c(24.677267, -83.0029)
"18989",c(24.686583, -82.996683)
"18990",c(24.685567, -82.998017)
"18991",c(24.687467, -82.995183)
"18992",c(24.685533, -82.997933)
"18993",c(24.6803, -82.983967)
"18994",c(24.691233, -82.992767)
"18995",c(24.71415, -82.814717)
"18996",c(24.680333, -82.984)
"18997",c(24.677983, -82.981133)
"18998",c(24.691317, -82.9929)
"18999",c(24.67805, -82.981033)
"19000",c(24.715683, -82.8204)
"19001",c(24.678917, -82.984867)
"19002",c(24.720467, -82.836833)
"19003",c(24.678917, -82.984867)
"19004",c(24.715283, -82.82025)
"19005",c(24.719033, -82.83875)
"19006",c(24.714033, -82.814617)
"19007",c(24.718917, -82.83895)
"19008",c(24.72055, -82.8367)
"19009",c(24.719917, -82.854867)
"19010",c(24.7224, -82.835)
"19011",c(24.7197, -82.8549)
"19012",c(24.72235, -82.85175)
"19013",c(24.722267, -82.851367)
"19014",c(24.722217, -82.8207)
"19015",c(24.72255, -82.83485)
"19016",c(24.721917, -82.829133)
"19017",c(24.722817, -82.82895)
"19018",c(24.72265, -82.828967)
"19019",c(24.72205, -82.822383)
"19020",c(24.7255, -82.814683)
"19021",c(24.660167, -82.775033)
"19022",c(24.722033, -82.82045)
"19023",c(24.7237, -82.823017)
"19024",c(24.725683, -82.8146)
"19025",c(24.72755, -82.810917)
"19026",c(24.723517, -82.823033)
"19027",c(24.660133, -82.775067)
"19028",c(24.727567, -82.810683)
"19029",c(24.629083, -82.834483)
"19030",c(24.729283, -82.806833)
"19031",c(24.629, -82.834533)
"19032",c(24.636333, -82.833517)
"19033",c(24.729283, -82.80675)
"19034",c(24.636483, -82.833667)
"19035",c(24.641067, -82.830933)
"19036",c(24.641433, -82.830933)
"19037",c(24.640767, -82.829217)
"19038",c(24.624283, -82.8257)
"19039",c(24.63425, -82.8252)
"19040",c(24.64085, -82.829333)
"19041",c(24.63405, -82.825167)
"19042",c(24.638783, -82.822817)
"19043",c(24.638867, -82.822717)
"19044",c(24.624383, -82.825767)
"19045",c(24.6221, -82.8212)
"19046",c(24.622133, -82.821517)
"19047",c(24.625083, -82.8174)
"19048",c(24.625217, -82.817267)
"19049",c(24.622983, -82.830783)
"19050",c(24.62995, -82.816117)
"19051",c(24.629867, -82.8035)
"19052",c(24.629883, -82.803367)
"19053",c(24.62835, -82.8082)
"19054",c(24.629917, -82.816)
"19055",c(24.644083, -82.798483)
"19056",c(24.632367, -82.7978)
"19057",c(24.62835, -82.808067)
"19058",c(24.64395, -82.798733)
"19059",c(24.64305, -82.787133)
"19060",c(24.659583, -82.7768)
"19061",c(24.6429, -82.787217)
"19062",c(24.660083, -82.775067)
"19063",c(24.71625, -82.781917)
"19064",c(24.701217, -82.781917)
"19065",c(24.659533, -82.77665)
"19066",c(24.711633, -82.78525)
"19067",c(24.711883, -82.785183)
"19068",c(24.660167, -82.775033)
"19069",c(24.711333, -82.785817)
"19070",c(24.731267, -82.78685)
"19071",c(24.711567, -82.78505)
"19072",c(24.711917, -82.7849)
"19073",c(24.711417, -82.785667)
"19074",c(24.715217, -82.785417)
"19075",c(24.724817, -82.790117)
"19076",c(24.7267, -82.783517)
"19077",c(24.714983, -82.785517)
"19078",c(24.731317, -82.78685)
"19079",c(24.724933, -82.790183)
"19080",c(24.7312, -82.796533)
"19081",c(24.72705, -82.783533)
"19082",c(24.733717, -82.795117)
"19083",c(24.733617, -82.794933)
"19084",c(24.731067, -82.79645)
"19085",c(24.7318, -82.799133)
"19086",c(24.731883, -82.79925)
"19087",c(24.71235, -82.793167)
"19088",c(24.7116, -82.788733)
"19089",c(24.712033, -82.793317)
"19090",c(24.711683, -82.7887)
"19091",c(24.719483, -82.789483)
"19092",c(24.7205, -82.788883)
"19093",c(24.720367, -82.78875)
"19094",c(24.719533, -82.789433)
"19095",c(24.568217, -82.972833)
"19096",c(24.569717, -82.973517)
"19097",c(24.568133, -82.972167)
"19098",c(24.642167, -82.968583)
"19099",c(24.569067, -82.977317)
"19100",c(24.569267, -82.979717)
"19101",c(24.641317, -82.970483)
"19102",c(24.569183, -82.979517)
"19103",c(24.569483, -82.973217)
"19104",c(24.642467, -82.965233)
"19105",c(24.56945, -82.977417)
"19106",c(24.642083, -82.968717)
"19107",c(24.64145, -82.970467)
"19108",c(24.643717, -82.968367)
"19109",c(24.643583, -82.968267)
"19110",c(24.635067, -82.922633)
"19111",c(24.642317, -82.965033)
"19112",c(24.634783, -82.922583)
"19113",c(24.683117, -82.890917)
"19114",c(24.633983, -82.922533)
"19115",c(24.635083, -82.921717)
"19116",c(24.680667, -82.885667)
"19117",c(24.680533, -82.885867)
"19118",c(24.683117, -82.890617)
"19119",c(24.669467, -82.876483)
"19120",c(24.668567, -82.876433)
"19121",c(24.667983, -82.85925)
"19122",c(24.662533, -82.858683)
"19123",c(24.664583, -82.874883)
"19124",c(24.664083, -82.864717)
"19125",c(24.664017, -82.864583)
"19126",c(24.664517, -82.874633)
"19127",c(24.662917, -82.858383)
"19128",c(24.685933, -82.840983)
"19129",c(24.668717, -82.860833)
"19130",c(24.669117, -82.860833)
"19131",c(24.66805, -82.859283)
"19132",c(24.686017, -82.843433)
"19133",c(24.686117, -82.843783)
"19134",c(24.685667, -82.841417)
"19135",c(24.674383, -82.824033)
"19136",c(24.669233, -82.81845)
"19137",c(24.68335, -82.823817)
"19138",c(24.682983, -82.824033)
"19139",c(24.674367, -82.823917)
"19140",c(24.669583, -82.818717)
"19141",c(24.621017, -82.951967)
"19142",c(24.66305, -82.819883)
"19143",c(24.663167, -82.819617)
"19144",c(24.669317, -82.815967)
"19145",c(24.624767, -82.94875)
"19146",c(24.663617, -82.814467)
"19147",c(24.66375, -82.814633)
"19148",c(24.624617, -82.948717)
"19149",c(24.620933, -82.951767)
"19150",c(24.669317, -82.816167)
"19151",c(24.630017, -82.944317)
"19152",c(24.628633, -82.946583)
"19153",c(24.630483, -82.943867)
"19154",c(24.606567, -82.956733)
"19155",c(24.610067, -82.960333)
"19156",c(24.628483, -82.946683)
"19157",c(24.629317, -82.94255)
"19158",c(24.617067, -82.955017)
"19159",c(24.606433, -82.956567)
"19160",c(24.629533, -82.942483)
"19161",c(24.618917, -82.9544)
"19162",c(24.616983, -82.955333)
"19163",c(24.618783, -82.954467)
"19164",c(24.610167, -82.960333)
"19165",c(24.610367, -82.9699)
"19166",c(24.607933, -82.958933)
"19167",c(24.611067, -82.964967)
"19168",c(24.607817, -82.958883)
"19169",c(24.609783, -82.961433)
"19170",c(24.609917, -82.961233)
"19171",c(24.61095, -82.965083)
"19172",c(24.610317, -82.969833)
"19173",c(24.613567, -82.967817)
"19174",c(24.605583, -82.967317)
"19175",c(24.601517, -82.967233)
"19176",c(24.600833, -82.97155)
"19177",c(24.600783, -82.971933)
"19178",c(24.603133, -82.975817)
"19179",c(24.613833, -82.968017)
"19180",c(24.605433, -82.967333)
"19181",c(24.60145, -82.967467)
"19182",c(24.602833, -82.975983)
"19183",c(24.604217, -82.98485)
"19184",c(24.606533, -82.992483)
"19185",c(24.675383, -82.916283)
"19186",c(24.60665, -82.992633)
"19187",c(24.604183, -82.984733)
"19188",c(24.67535, -82.916517)
"19189",c(24.680933, -82.910317)
"19190",c(24.693117, -82.905833)
"19191",c(24.682267, -82.911933)
"19192",c(24.691633, -82.912267)
"19193",c(24.680867, -82.910017)
"19194",c(24.693267, -82.905367)
"19195",c(24.682367, -82.912117)
"19196",c(24.685117, -82.915633)
"19197",c(24.685267, -82.915483)
"19198",c(24.69175, -82.911967)
"19199",c(24.693333, -82.912483)
"19200",c(24.669633, -82.925483)
"19201",c(24.693633, -82.912383)
"19202",c(24.669083, -82.923633)
"19203",c(24.687267, -82.933083)
"19204",c(24.669917, -82.925133)
"19205",c(24.668333, -82.923833)
"19206",c(24.687317, -82.933467)
"19207",c(24.672833, -82.924717)
"19208",c(24.674217, -82.921483)
"19209",c(24.672433, -82.924867)
"19210",c(24.676883, -82.92235)
"19211",c(24.674283, -82.921633)
"19212",c(24.679083, -82.921617)
"19213",c(24.679983, -82.92345)
"19214",c(24.676217, -82.922733)
"19215",c(24.67915, -82.92045)
"19216",c(24.680083, -82.922017)
"19217",c(24.619917, -82.923883)
"19218",c(24.679617, -82.922083)
"19219",c(24.680417, -82.923667)
"19220",c(24.620533, -82.926483)
"19221",c(24.619917, -82.923383)
"19222",c(24.61135, -82.937517)
"19223",c(24.620683, -82.926533)
"19224",c(24.611583, -82.935017)
"19225",c(24.611633, -82.934983)
"19226",c(24.611283, -82.937517)
"19227",c(24.617317, -82.927683)
"19228",c(24.609417, -82.928167)
"19229",c(24.617683, -82.92485)
"19230",c(24.610267, -82.930067)
"19231",c(24.609333, -82.928117)
"19232",c(24.610333, -82.93035)
"19233",c(24.617317, -82.927683)
"19234",c(24.615933, -82.902983)
"19235",c(24.582383, -82.916483)
"19236",c(24.61605, -82.902933)
"19237",c(24.582333, -82.916483)
"19238",c(24.584483, -82.914233)
"19239",c(24.564417, -82.955617)
"19240",c(24.61765, -82.924867)
"19241",c(24.584467, -82.914283)
"19242",c(24.56475, -82.956467)
"19243",c(24.564517, -82.956483)
"19244",c(24.563983, -82.955683)
"19245",c(24.565083, -82.952633)
"19246",c(24.565117, -82.952483)
"19247",c(24.664867, -83.073333)
"19248",c(24.564333, -82.953367)
"19249",c(24.564217, -82.953333)
"19250",c(24.543917, -82.947617)
"19251",c(24.543783, -82.94745)
"19252",c(24.665217, -83.073433)
"19253",c(24.660683, -83.058417)
"19254",c(24.663217, -83.06175)
"19255",c(24.663233, -83.061633)
"19256",c(24.660417, -83.058417)
"19257",c(24.637967, -83.056833)
"19258",c(24.647933, -83.050317)
"19259",c(24.647983, -83.050117)
"19260",c(24.60535, -83.065467)
"19261",c(24.638117, -83.056883)
"19262",c(24.610717, -83.058567)
"19263",c(24.640217, -83.046417)
"19264",c(24.606833, -83.062817)
"19265",c(24.605367, -83.065617)
"19266",c(24.640367, -83.046583)
"19267",c(24.609917, -83.059283)
"19268",c(24.609383, -83.059833)
"19269",c(24.606317, -83.062967)
"19270",c(24.610717, -83.058317)
"19271",c(24.599917, -83.063683)
"19272",c(24.630667, -82.904067)
"19273",c(24.630833, -82.904333)
"19274",c(24.599717, -83.06375)
"19275",c(24.634283, -82.907367)
"19276",c(24.623517, -82.94255)
"19277",c(24.638883, -82.899967)
"19278",c(24.699617, -83.000017)
"19279",c(24.641733, -82.898233)
"19280",c(24.63405, -82.907517)
"19281",c(24.641683, -82.89845)
"19282",c(24.638833, -82.900067)
"19283",c(24.697383, -82.996183)
"19284",c(24.695833, -83.010117)
"19285",c(24.696933, -82.996217)
"19286",c(24.696683, -83.009267)
"19287",c(24.696683, -83.009583)
"19288",c(24.69965, -82.999983)
"19289",c(24.696633, -83.009633)
"19290",c(24.695667, -83.01015)
"19291",c(24.696683, -83.009233)
"19292",c(24.698617, -83.021767)
"19293",c(24.69885, -83.023733)
"19294",c(24.694883, -83.039217)
"19295",c(24.698617, -83.02165)
"19296",c(24.698783, -83.023567)
"19297",c(24.695417, -83.054117)
"19298",c(24.694717, -83.039333)
"19299",c(24.695333, -83.054283)
"19300",c(24.683617, -83.073133)
"19301",c(24.685617, -83.070167)
"19302",c(24.697983, -83.057117)
"19303",c(24.686933, -83.072833)
"19304",c(24.698083, -83.056883)
"19305",c(24.685833, -83.070183)
"19306",c(24.683617, -83.073267)
"19307",c(24.686917, -83.073067)
"19308",c(24.689633, -83.068417)
"19309",c(24.68945, -83.06835)
"19310",c(24.653967, -83.032667)
"19311",c(24.724167, -82.978167)
"19312",c(24.724967, -82.979533)
"19313",c(24.654133, -83.032617)
"19314",c(24.651617, -83.033917)
"19315",c(24.723883, -82.978133)
"19316",c(24.651617, -83.033883)
"19317",c(24.725167, -82.979683)
"19318",c(24.650267, -83.0315)
"19319",c(24.652317, -83.033883)
"19320",c(24.619917, -83.036567)
"19321",c(24.63405, -83.024983)
"19322",c(24.652283, -83.033867)
"19323",c(24.6343, -83.025333)
"19324",c(24.650133, -83.031517)
"19325",c(24.627483, -83.037583)
"19326",c(24.627367, -83.037483)
"19327",c(24.614967, -83.037567)
"19328",c(24.619417, -83.03675)
"19329",c(24.616383, -83.040267)
"19330",c(24.613317, -83.035483)
"19331",c(24.616183, -83.040283)
"19332",c(24.613083, -83.035517)
"19333",c(24.646667, -83.01635)
"19334",c(24.627267, -82.811067)
"19335",c(24.644017, -83.021483)
"19336",c(24.643533, -83.010867)
"19337",c(24.627183, -82.811083)
"19338",c(24.643467, -83.010867)
"19339",c(24.629167, -82.828217)
"19340",c(24.629967, -82.828267)
"19341",c(24.640067, -82.825867)
"19342",c(24.624867, -82.827383)
"19343",c(24.639867, -82.825833)
"19344",c(24.63545, -82.825083)
"19345",c(24.624717, -82.827383)
"19346",c(24.629883, -82.828317)
"19347",c(24.628867, -82.828267)
"19348",c(24.637067, -82.841167)
"19349",c(24.63555, -82.825167)
"19350",c(24.62055, -82.862217)
"19351",c(24.627117, -82.858617)
"19352",c(24.63715, -82.841217)
"19353",c(24.627033, -82.858417)
"19354",c(24.604167, -82.875033)
"19355",c(24.620517, -82.862467)
"19356",c(24.59985, -82.872717)
"19357",c(24.601733, -82.87405)
"19358",c(24.603783, -82.875183)
"19359",c(24.574333, -82.90535)
"19360",c(24.59985, -82.872717)
"19361",c(24.601667, -82.874133)
"19362",c(24.571517, -82.9145)
"19363",c(24.57455, -82.905567)
"19364",c(24.559917, -82.938317)
"19365",c(24.561883, -82.94015)
"19366",c(24.571383, -82.914617)
"19367",c(24.559833, -82.938467)
"19368",c(24.570417, -82.930567)
"19369",c(24.570417, -82.930567)
"19370",c(24.562067, -82.940267)
"19371",c(24.561967, -82.94725)
"19372",c(24.634267, -82.798)
"19373",c(24.628317, -82.810167)
"19374",c(24.562067, -82.947283)
"19375",c(24.62835, -82.810033)
"19376",c(24.638633, -82.793617)
"19377",c(24.634117, -82.797933)
"19378",c(24.638033, -82.793717)
"19379",c(24.641117, -82.793683)
"19380",c(24.664183, -82.785233)
"19381",c(24.641033, -82.793567)
"19382",c(24.672967, -82.781817)
"19383",c(24.685067, -82.776617)
"19384",c(24.691533, -82.779867)
"19385",c(24.684717, -82.777883)
"19386",c(24.664183, -82.785)
"19387",c(24.698217, -82.774717)
"19388",c(24.691633, -82.780067)
"19389",c(24.689167, -82.771217)
"19390",c(24.672833, -82.78195)
"19391",c(24.696367, -82.772133)
"19392",c(24.648467, -82.783217)
"19393",c(24.697933, -82.774633)
"19394",c(24.664217, -82.773783)
"19395",c(24.689383, -82.7711)
"19396",c(24.696367, -82.772567)
"19397",c(24.664083, -82.773867)
"19398",c(24.648583, -82.7831)
"19399",c(24.625067, -82.806533)
"19400",c(24.630183, -82.801317)
"19401",c(24.630183, -82.801317)
"19402",c(24.62555, -82.806483)
"19403",c(24.622333, -82.821617)
"19404",c(24.704483, -82.787283)
"19405",c(24.622267, -82.821533)
"19406",c(24.703367, -82.779917)
"19407",c(24.704483, -82.787283)
"19408",c(24.703333, -82.779617)
"19409",c(24.710917, -82.799233)
"19410",c(24.711, -82.799433)
"19411",c(24.709783, -82.79685)
"19412",c(24.709783, -82.79685)
"19413",c(24.712583, -82.80535)
"19414",c(24.712433, -82.805217)
"19415",c(24.712883, -82.798917)
"19416",c(24.712183, -82.802783)
"19417",c(24.712183, -82.802783)
"19418",c(24.725517, -82.800483)
"19419",c(24.712917, -82.798917)
"19420",c(24.715467, -82.796317)
"19421",c(24.715567, -82.796583)
"19422",c(24.727683, -82.798783)
"19423",c(24.723883, -82.800667)
"19424",c(24.725533, -82.800333)
"19425",c(24.727567, -82.798533)
"19426",c(24.723783, -82.801067)
"19427",c(24.727667, -82.800967)
"19428",c(24.727717, -82.800833)
"19429",c(24.724217, -82.810817)
"19430",c(24.725867, -82.80835)
"19431",c(24.726167, -82.808483)
"19432",c(24.724767, -82.801867)
"19433",c(24.724533, -82.802033)
"19434",c(24.724033, -82.810333)
"19435",c(24.725833, -82.814667)
"19436",c(24.72755, -82.810133)
"19437",c(24.725817, -82.814917)
"19438",c(24.727417, -82.810217)
"19439",c(24.729417, -82.80665)
"19440",c(24.694, -82.848733)
"19441",c(24.723667, -82.774833)
"19442",c(24.698267, -82.857433)
"19443",c(24.723383, -82.777683)
"19444",c(24.723117, -82.777567)
"19445",c(24.72915, -82.806683)
"19446",c(24.696733, -82.860017)
"19447",c(24.696633, -82.863083)
"19448",c(24.698083, -82.857267)
"19449",c(24.723833, -82.774933)
"19450",c(24.696667, -82.860067)
"19451",c(24.702583, -82.8711)
"19452",c(24.694167, -82.848783)
"19453",c(24.696567, -82.862933)
"19454",c(24.70905, -82.863783)
"19455",c(24.703817, -82.861383)
"19456",c(24.702467, -82.871217)
"19457",c(24.711083, -82.866567)
"19458",c(24.703583, -82.861517)
"19459",c(24.709183, -82.863867)
"19460",c(24.7113, -82.866467)
"19461",c(24.70405, -82.863817)
"19462",c(24.715983, -82.86095)
"19463",c(24.70385, -82.8639)
"19464",c(24.702583, -82.901717)
"19465",c(24.712933, -82.886067)
"19466",c(24.716283, -82.860833)
"19467",c(24.713383, -82.885883)
"19468",c(24.711283, -82.889367)
"19469",c(24.711383, -82.889167)
"19470",c(24.703017, -82.886683)
"19471",c(24.702833, -82.887183)
"19472",c(24.702217, -82.901667)
"19473",c(24.708233, -82.91145)
"19474",c(24.634233, -82.932667)
"19475",c(24.7082, -82.9121)
"19476",c(24.633, -82.933467)
"19477",c(24.700933, -82.921433)
"19478",c(24.632983, -82.933583)
"19479",c(24.636, -82.936683)
"19480",c(24.639517, -82.933533)
"19481",c(24.642767, -82.931233)
"19482",c(24.700867, -82.921233)
"19483",c(24.634417, -82.932417)
"19484",c(24.636267, -82.936467)
"19485",c(24.639733, -82.933583)
"19486",c(24.649267, -82.923233)
"19487",c(24.649817, -82.922983)
"19488",c(24.657183, -82.925117)
"19489",c(24.653317, -82.922117)
"19490",c(24.64285, -82.93095)
"19491",c(24.653667, -82.921883)
"19492",c(24.6556, -82.928183)
"19493",c(24.657333, -82.925267)
"19494",c(24.655733, -82.928367)
"19495",c(24.662717, -82.927617)
"19496",c(24.658833, -82.929883)
"19497",c(24.65875, -82.930317)
"19498",c(24.662617, -82.933483)
"19499",c(24.663717, -82.93105)
"19500",c(24.6628, -82.927683)
"19501",c(24.663933, -82.931117)
"19502",c(24.66285, -82.934083)
